,txt
1954,역시 캐리비안의 해적이지요명장면이 정말 많습니다안본사람은 보시고 본사람도 또 보세요저도 그럴게요ㅎㅎ 
1957,이거 리뷰나 블로그나 약간 직원분들이 쓴게 아닌가 싶은데 초중반 과장스러움은 애교로 넘어가는데 남자주인공 시점 부분은 좀 불쾌할 스토리네요 잘 생각하시고 보시길ㅜ 
1959,넘 한다 진짜 스토리아 
1960,불꽃은 삶의 목적이 아니다 그러나 불꽃마저 삶을 살아가는 모든 순간 중 감사하고 귀한 가치라 여겨라 
1962,크리스틴의 연기는 진짜같다 
1964,그냥 여주가 다한 영화실망 
1965,잘 만든 영화이나 큰 감흥을 이끌어낼 만큼은 아니었다 
1966,보지 마시길워낙 볼 영화가 없어서 보긴 했지만 역시나 후짐 
1967,묘하게 위로받는 느낌이었다 그리고 감정이 묘한게 현실적이면서도 허무하지 않았다 
1968,의미없는 돈만쓴영화보다 이런게 백배는 재밋다 
1969,인생영화극장에서 못본게 한이다 
1971,우리는 이렇게 삶을 좀 더 행복하게 사는 방법을 배우게 된다 
1972,예상못한 반전  영화가 말하고자 하는 주제는 영화 극초반에 다나옴 
1973,생각보다 잼있었어요오 
1974,지금 내 인생이 힘들다 지치다 하는분들은 꼭 보세요 아이들보다 어른을 위한 애니메이션 
1975,중간중간 억지공포에 웃으면서 봤음 
1976,ㅈ같이 재미없다 그러니까 보지마세여 
1977,빨갱이는 역시 박멸되야한다 
1978,아니 왜 인간들끼리 싸우고 oo이야 
1979,완성도와 깊이 그리고 관객에게 전하는 메세지까지 한층 수준 높은 성인용 디즈니 에니메이션 
1980,저는 이 모든 리뷰에 공감을 못하겠어요저한테는 너무 지루한 영화였어요 제가 잘못본건가요ㅠ영상미는 좋았어요 
1981,노래할 때 개소리 대박ㅋㅋㅋ 
1984,오랜만에 좋은영화였던것같아용 
1985,좋은 영화에요 어른들을 위한 애니메이션전달 하고자하는 메세지가 명확한데 아주 잘 풀어냈고 임팩트있게 표현했네요 현대를 살아가는 누구나 느껴봤을 고민이고 일상을 소중히하면 행복한거 알면서도 금새 찌들곤 하는데 한번 더 빛을 느끼게끔 위로해주는것 같아서 저는 감동받았네유ㅜ 
1986,아이들이 보기에는 조금 어려웠어요 
1987,각본 연출 또 있긔없긔 
1988,진짜 할거없을때 볼만함 
1989,삶에 대해 생각하게 만드는 영화 
1990,추억을 그리며 
1991,오랫만에 보는데 와 진짜 핵 띵작 ㄷㄷ 
1992,스토리가 다소 아쉽지만 한 번 정도는 볼만하다 
1993,역시 믿고보는 픽사감동적이고 삶의 소중함을 일깨워준다 
1994,어른들로 하여그무인생을 한번 돌아보게 하는 영화어른들을 위한 어른 애니메이션한번쯤 보면서 생각하게 하는 
1995,지친 어른을 위한 따뜻한 차 한잔 
1996,참신한 소재 뻔한 연출 
1998,케이블 광고 나오는거 보니 참 어이가 없다여기가 대한민국이냐 북한이냐 
1999,30여년이지난지금좀있음서울극장에서재상영하는거볼겁니다평을한다는게기회되면몇번이고보세요 
2000,중국산 쓰레기 대륙뽕도 적당히 먹고 살아라 
2001,다른 나라의 문화 사람들의 모습을 볼 수 있어서 좋았다 그 이외에도 서로 환경에서 살지만 서로 비슷한 것을 꿈꾸고 희구한다는 사실도 알 수 있다 사람을 이해할 수 있는 소중한 다큐 
2002,삶 순간순간이 모두 소중하다는 것 
2003,만화책 애니 영화를 다보고 느끼는건 타치바나랑 콘도는 서로 사랑한다는 것이다 나중에 이루어지건 이루어지지 않던 우리인생처럼 알수가 없겟지만 중간중간에 암시하는 복선들이 많으니 꼭 소장하길 바란다 간만에 느끼는 감정들 좋았다 
2004,참신한 소재와 주인공의 연기가 돋보인 영화 2시간이 지루하지않다 
2005,아이들이 재밌다고 하네요기다렸는데 드뎌 볼수있어어 좋았답니다 
2006,영화는 재밌는데 누가 의사선생님을 의사 아가씨라고 번역하나요 
2007,말이 필요없는 영화 편견이 없다지만 존재했던편견 그걸 넘어선 우정 
2008,이런 코미디 너무 재밌다 
2009,미쳤다 나를돌아보게한다 
2010,보다 잠들기 위해 틀었다가 배꼽터지게 웃으면서 새벽까지 보게된 영화 너무 재미있었어요 
2012,좀더 완벽한 반전을 기대했는데 그래도 볼만한 스릴러 영화 
2013,완전 재즈한 영화 그런데 토끼랑 두더지가 더 궁금함 ㅋㅋㅋㅋ 
2014,눈을 뗄 수 없는 영화 중간부터 봐도 이상할것 없는 영화 
2015,아담샌들러는 매력있지만 개돼지들이나 빨고칭찬할 비급영화 억지전개 개연성 최악 
2016,보고 울어버렸어요 그냥 계속 눈물이 나더라구요 요즘 삶이 내가 원하던 대로 풀리지 않아서 마치 실패한거 같아서 우울했는데 이런 내 인생도 가치있다며 큰 위로를 받는 기분이었어요 워낙 기대하고 본 거라 어느정도 실망을 예상했는데 그럴 필요가 없었네요 어른 들을 위한 힐링 영화네요 마지막 쿠키영상은 왜 꼭 보라는지 알겠어요 쿠키 영상을 봐야 이 영화를 끝까지 봤다고 말할 수 있겠어요ㅎㅎ 꼭 보고 가세요 
2017,결말이 살짝 아쉽지만 재밌게 봤음 
2018,간만에 재미있고 잘 만든 영화추천함 
2019,초반에 그랬는데 그래도 나름 교훈도 얻고 재밌었다 즐기면서 인생을 살아야지 
2020,호창으로 대변되는 폭력 독재의 시대가 세영으로 대변되는 그 시대의 사람들에게 그때는 그렇게 해서 미안해 눈물로 사죄하는 곧 우리가 바랬던 영화 현실에서도 광주한테 좀 그래봐라 빡빡아 
2022,아이들과보기에도 너무 감동입니다 
2023,완전 재밌게 봤어요여배우도 이뿌고 연기도 잘하고 영화 스토리도 잼나고 이영화 강추입니다 
2024,영화관에서 다시 볼 수 있어 좋았습니다 
2026,마지막 장면 조제가 운전하며 한결 더 당당해진 모습영석과의 사랑이 추억이 됬기에당당한 삶을 살아갈 조제 화이팅 저는 이 영화 정말 좋네요 
2027,도대체 처음에 들어오자마자 잠자는 루비는 도대체 어디로 사라졌는데 끝까지 나오지 않는건지 그럴꺼면 왜 나온거지 
2028,하루빨리 진상 규명ㅠㅠ 
2029,행복해지는 영화또한 초반 단편영화도 보면서 행복했어요 
2030,방금 봤는데 스네이프 반전 소름 
2031,조처럼 내 꿈에 뜨거워 들떠있던 시간들을 그리워하며 나의 회의감에 갇혀 살았던 지난 순간들하지만 살아가는 목적이 아닌 준비가 필요했던 것이라고 그저 나의 매 순간들을 살아간다면 괜찮다고 위로의 말을 건네준 영화였다어쩌면 나는 이미 바다 속을 헤엄치고 있는 고래일지도 작은 물고기일지도 모르지만 내 모습이 어떻든 나의 바다를 곳곳이 누비고 싶다 
2032,아름답고 절망적이고 처연하다벤위쇼왜이제서야봤는지 극장 재개봉요망 
2033,아프고 뜨거운 마음이 넘실댄다 우리는 모두 누군가의 이유였다는 것 
2034,재밌어요 귀엽고 사랑스러운 캐릭터들이네요 
2035,오글거리는 유치함도 돋보였다 배우 감독 작가  삼위일체의 한계랄까 한반도 최고의 사실로 한반도 최고의 영화를 만들수는 없어도 병작은 아니어도 수작은 만들어야 하지않았을까 싶다 
2036,이제 욜로로 살기로 했어요 
2037,어렸을 때 보고 생각나서 다시 봤는데 포켓몬스터 dp시리즈 극장판 3부작이 제일 재밌는거 같아요 
2038,이걸 사실이라고 56만명이 믿고 있군그렇담 이 영화를 만든 사람의 의도는 ㅡㅡ 
2039,인생 노잼시기에 보면 좋을 영화 
2040,너무 감동적인 영화 삶의 의미를 깨달음 
2041,샤를리즈 테론의 샤를리즈 테론을 위한 샤를리즈 테론에 의한 영화 모든 것이 완벽했다 개존멋 
2042,아일이 점점 커지네이래도 되나싶다 
2043,너무 재밌게 잘 봤습니다 
2044,정우성 자켓 사이즈가 자꾸 신경쓰였던건 나만인가마지막 판돈60억묻고 60억 거는거니 120억은 된건데 주님목숨값 10억은 박하다개인적으로 피마니 나오는 영화 내취향 아니지만 영화자체는 몰입도 있음그렇게 죽을뻔하고도 부산으로 고수찾아떠나는건 억지설정아니냐속편만들려고 
2045,하루하루를 행복하게 즐기면서 ˙˙ 
2046,의미는 찾는 것이 아니라 부여하는 것 
2047,음 솔직히 말하면 재미없어요 전개도 이상하고 내용이 뒤죽박죽 친구는 보면서 오열을 하던데 왜 그러는 지 정말 이해가 안갔고요 내용 때문인지 평소에 눈물 많던 저도 이게 뭐지 하면서 봤어요 
2048,스토리 전개 음악 연주 싱크 다 좋앗습니다 
2049,친구들이랑 보러왔는데 두명은 잤네요 지루하고 재미없습니다 
2050,여배우 죽빵날리고 싶게 생겼네 
2051,사람들이 현재 우리나라랑 같다고 하는 이유 자기들 해 가는 인물들 다 자살 시켜버림 
2052,인생의 목적을 찾아 헤매고 있다면 
2053,무조건 싫어요 많은 댓글만 믿으세요 네이버 평점 무조건 걸러야합니다 진짜 인생최악의 영화개연성 다 밥말아먹고 자극만 추구하고 대사도 발로 쓴것 같아요 
2054,너무 내용이 단조로움 너무 식상하고 3를 향한 빌드업으로 적당한듯 
2056,애기들이 아빠 왜 울어 할 영화 
2057,삶의 의미를 찾지 못하고 그저 껍데기로 살아가는 듯한 내 인생이 가여워서 울었다 
2058,평점보단 재미남요즘은 재난영화가 별로 안나오네 
2059,아이들과 함께 봤지만 오히려 어른들이 보면 좋을 영화 
2060,2003년에 첫사랑이랑 둘이 처음 같이 본 영화에요 평생 잊지 못할 아름답고슬픈 영화 
2061,솔직히 마지막씬 이것저것 짬뽕으로 보였음 
2062,카메라가 너무 흔들려서 조금 머리아프긴했지만 그래도 요즘처럼 여행 못가는 시국에 힐링되는 영화였어용 ㅎㅎ 
2063,본지 17년이 지났는데 vod로 보고 방송으로보고 몇번을 또 봐도 재미있어요 
2064,매일 반복되는 삶이 지루하다고만 생각했었는데 삶 자체를 다시 생각하게 만드네요 
2065,10번 넘게 보면서 매번 감탄한다 샷구도는 과하지않았고 편집은 깔끔했으며 색깔은 확실했다 시퀀스와 시퀀스 사이의 명백한 이어짐은 더욱 더 몰입하게 만드는 듯 그리고 무엇보다 밀라와 저스틴의 케미는 과히 나쁘지않다 
2067,디즈니가 만든 영화 중 최고다 정치적인 이유로 정당한 평가를 받지 못하고 있으나 모든면에서 탁월한 영화다 큰 화면 영화로 두번 봤고 디비디로 세번봐서 대사까지 외우게됬다 딸과 같이 봤다 
2068,오 대박 네고시에이터 에 이어 사무엘 잭슨 출연 치밀한 스토리와 팽팽한 긴장감을 주는 연출 
2069,이정도면 아주 훌륭한 작품이다 
2071,공유 ㅋㅋㅋ잘생긴 아빠 넘나 신선함 연기 최고 
2073,모든 것이 아름답다는 사실을 너무 늦게 알아버리지 맙시다 행복하게 살기  
2074,마지막에 22 무슨 티베트 쪽으로 떨어지는거 같아서 좀 마음 아팠음 ㅠㅜ 
2075,실망스러운 일로 삶의 무기력함을 느꼈을때 다시한번 마음을 다 잡아준 소중한 영화 재미 감동 교훈 모두 잡았다 
2076,볼때마다 기분좋고 어릴때가 그립네요 
2077,내마음을 데펴준 영화 ㅠㅠ 
2078,디카프리오 얼굴만보이는 영화 관객수 70명 무엇 
2080,북해도 설경을 보고싶어 본 영화 근데 영화 좋았다감독이 일본유학파인가 완전 일본정서던데하여간 한국배우들 연기도 좋고 일본배우들 연기도 참 좋았다 가장 좋았던 건 북해도의 설경 음악은 크게 생각도 안했는데 카와이 겐지라고 
2081,스토리 개연성이 둘이갑자기 사랑에 빠지는게 이해가 1도 안감스톡홀름신드롬인가그리고 반전이라기보다는 내가 sf물을 많이봐서그런가너무 뻔해서첫장면부터 왠지 결말 예상이 가능했음평점이 좀 아깝고 결말도 새드엔딩이고 여운도 별로없고 
2082,아니 ㅋㅋㅋㅋ 재미있긴한데 설정이 너무 과함 ㅋㅋㅋㅋ 
2084,아이들과 함께 봤는데 어른들이 더 좋아할 거 같아요 
2085,의미없는 인생은 없었다 
2086,권상우 짱개멋짐 
2087,잠들지않은자 후반에찡함을느낄수있음 
2088,보지마요 보지마요 보지마 
2089,첨부터 토끼굴 보고 잘못들어온줄 알았네요 역시 믿고보는 픽사 입니다 감동적이군요 케릭터의 디테일함에 눈이 호강했네요7살 짜리 아들은 웃음빵빵터지고 이발사처럼 인생의 갈림길에서 피치못해 결정하지만 그길에서 의미와 보람을 찾는 것이 삶이겠죠 
2090,가슴까지 따뜻해지는 영화였습니다 눈시울이 붉혀지네요 괜시리 삶의 욕망이 커지는 하루였습니다 
2091,자기 꿈이 뭔지 찾지못한 어른들을 위한 영화 
2092,둘 중 하나는 죽을 줄 알았다 ㅜ 
2093,최고에요 처음부터 끝까지 위로해주는 영화 
2094,개연성은 찾아볼수없는 빠른전개 
2095,돈받고도 보기싫은 영화 
2096,보통 성을사는건 남성인 영화만 보다가 그반대의 경우를 보니 신선하긴 하다성철을 조종하는 기준도 얄미운 캐릭터를 잘잡은듯하고 스위트홈으로 빵뜬 고민시도 반가웠다 
2097,its very good 
2098,어떻게 살아야 할지 모르고 아무것도 이룬것이 없는 것을 고민하고 있을때 보면 좋은영화 
2099,감동적이에요 애니메이션 치고 스토리가 심오하고 교훈적이네요 
2100,솔직히 케빈 죽어서 별점이 적고 여자 박사 그냥 생김새부터 맘에 안들어서 찢고 싶은마음이 크게 들었음 
2101,너무 좋은 시간이였습니다 
2102,10세가 보기엔 어려운영화일까요보는내내 집중 못해서 덩달아 엄마도집중못했어요 살짝 지루했어요 
2103,말이필요없네요 지금 이순간 행복합니다 
2104,삶의 의미를 찾지 못한이와 꿈과 목표가 있지만 현실에 치여 손에 쥐지 못한 이를 위한 위로 삶에 의미나 목표가 있어야하는걸까 대단한 의미를 부여하지 않더라도 행복과 고통 그 모든것을 순수하게 받아들이며 살았던 어린 날 그때의 그 순간에 어쩌면 답이 있을지도 모르겠다 
2105,방종에 가깝지만 보디의 어딘가 좀 이상하고 거친 자유가 마음에 든다 키아누 리브스의 청량감 돋는 순수함도 좋았다 전반적인 분위기도 낭만적이고 폭풍치는 여름이 오면 다시 보고싶다 
2106,jazzing하고싶어지는 영화 
2108,현우의 감동적이고 아프고 진실되고 아름다운 사랑이야기 너무 잘봤습니다 
2109,지금에서야 이 영화를 보지만 사람들이 명작이라고 칭하는데는 다 이유가 있다고 본다 호불호가 갈릴 영화겠지만 마츠코의 인생을 조금이라도 이해한다면 가슴먹먹하게 봤을것같다 그리고 나카타니 미키의 연기 진짜 마츠코가 된듯 자기인생인듯 연기하는 것에 소름이 돋았다 
2110,픽사의 경쟁은 픽사의 작품들픽사 애니는 어른을 아우르고 보이지 않는 영역까지 확장 되었을뿐 아니라 무엇을 말하고자 하는지도 선명하게 표현한다 단순한 애니의 레벨을 훨씬 초월하는 단계에 들어섰다 
2111,재밌게살고싶어졌다 
2112,멤버들의 쓸데 없는 대화내용이 너무 많고 영상미에 충실한 것도 아니고 짜임성 있는 구성도 아니고 돈oo 한 것 치고 저질이라서 너무 실망스럽다 
2113,영상은 아름다운데 너무 말이 안되잖아 마지막 그 많은 내시와 궁녀들은 도대체 어디에 짱박혀있다 나왔으며 근위대는 갑자기 포털 타고 나타났냐 
2114,눙물나요 존잼 또 보고싶어요 인사이드아웃 코코 스타일  
2115,아버지에게 그만해 란 말 한마디가 듣고 싶었던 아이 
2116,하루하루 그 순간순간이 소중하다는걸 일깨워준다 
2117,역시 믿고보는 픽사 진짜 재밌게 잘봤습니다 
2118,영상은 이쁜데 내용은 살짝 지루하게 봤음 
2119,한국 연출 하시는 분들이 배웠으면 좋겠네요 억지 연출이 아닌 자연스럽게 관객들 마음을 동화 시킵니다 
2120,중학생인 저에게 인생관을 심어준 영화 두 주연 배우분들의 연기가 저를 몰입시켰고 프란치스코 교황같은 마음을 가지고 살고 싶다 느꼈습니다 솔직히 기대 안하고 봤는데 정말 후회 없습니다 
2121,첨엔좀 지루하다싶더니 후반부 부터 스릴 만점 
2122,글마다 반대가 왜이렇게많냐 대림동 선족 애들이 와서 누르나 ㄷㄷ 
2123,b급 코미디라고 하지만 연기는 a급 
2124,이번판은 좀 실망짱구와 짱구 친구들 미래는 각자의 상상에 맞기는게 좋은거 같음 짱구는 결혼하는게 아니라 영원히 신영만 봉미선의 아들 짱아 흰둥이 이렇게만 갔으면 좋겠다 
2125,아름답고 아픈 성장기 소녀들의 이야기 
2126,재미 있고 감명깊었어요 
2127,내용은 나름 독특했지만 오글거림이 좀 심하다 
2128,잔잔하고 빵이 먹고 싶어지는 영화 
2129,좋아하는 부류의 영화이고 기대하며 봤는데 잘 가다가 마무리가 살짝 아쉬웠어요끝이 났는데 끝난 것 같지 않은 그래도 영화 안에 품은 뜻이 많은 것 같아 다시 볼 예정입니다 영화 보면서 유아인 배우님의 연기력에 영화 다 보고도 여운이 오래가네요ㅠ 
2130,보고 다섯번 울었다 내 인생을 되돌아보게 만드는 
2131,너무나 감동 있는 작품입니다 아이들과 한번쯤은 꼭 볼만한 영화입니다 
2132,픽사 중에서도 1군에 세워도되는 영화 감탄이 나오고 깨달음을 주네 
2133,지금 이 순간이 가장 행복하다는 이 순간을 사는거라는거 느끼게 해줘서 깊은 울림이 있었어요 하  
2135,여자친구랑 같이 봤는데 볼만해요 
2136,윌이 장애를 어떻게 보는지 뼈저리게 깨달으며 영화를 끝까지 보았다 그에게 장애는 절망하기 충분한 이유 죽어도 이상하지 않은 이유 아무것도 못하고 아무런 희망도 살아갈 이유와 가치가 없는 상태였다 보기 거북했다 
2137,초반 잔인한 장면 빼고는 근데 그렇게 욕먹을 일인지는 모르겠다 훨씬 더 심한 영화 많지 않나 
2138,인도의 사실적 배경도 좋고 애트모스 사운드 쥑이네요 
2139,재밌고 감동적이고ㅠㅠ 교훈도 넘 좋구 좋아써용 
2140,삶에 대한 강한 집념 
2141,루즈하지만 감동적인 삶의 영화 
2142,영화가 잔잔하네요 솔직히 잘 모르겠어요 
2143,본격 썰 공포 영화 네 가지의 이야기로 구성 돼 있는데 각각 보면서 느꼈던 건 두 번째 이야기는 충격 세 번째는 기괴 네 번째는 편견 이었다 하나하나 집중이 되는 맛이 있다 
2144,오랜만에 좋은 영화 봐서 좋았다 
2145,일상이 얼마나 소중하고 중요한지를 잔잔하게 마음속에 씨앗을 심어준 영화 
2146,정말로 볼만해요 
2147,그냥 평범한 tv 여행 예능 수준 풍경은 괜찮게 잘 잡았다 
2148,윤여정님 연기 정말 놀랍다 
2149,간만에 본 아주 좋은영화다 
2150,슬픈건아닌데 눈물이남 
2151,10분보다가 포기 요즘 보기 힘든영화투자사 수입사 후회하고 있을 듯 
2152,mc the maechun  
2153,부산행 우연을 기대어 어설픈 스토리와 연출 
2155,삶의 의미를 생각하게 해주는 힐링 영화 감동적이고 좋았습니다 
2156,흠잡을 데 없는 영화 그런데 길다고 지루하다고 하는 사람들도 있다 관심이 없으니 뭐 그렇겠지 
2157,심리상담사가 치유받는 사람들에게 해주고 싶은 모든 말들이 이 영화에 담겨있다 
2158,제 인생 최고의 영화라고 단언할 수 있어요 
2159,역시 이창동 감독님멍하고 눈물이나네요 
2160,너무 좋아요 ㅠㅠ 진짜 눈물 주륵주륵 ㅠㅠ 
2161,오늘의 간식은 겉바속촉 크루아상인 걸로영화 속 음악이 귀여우면서 포근한 느낌이라 더 편안히 볼 수 있었어요 음원을 갖고싶네요빵트럭으로 해피엔딩 맞는 모습도 너무 예뻤구요희준이가 크루아상 들고 너튜브 찍는 거 너무 귀여웠어요 
2162,시대적으로 보나 스토리로 보나 너무 재밌음 
2163,best movie in 2021 
2164,어린이들이 보기는 어려운 영화였다 하지만 살아가는 의미를 깨닫는 시간이 였다 
2165,정말 최고 계속 시리즈로 내주시길 
2166,명불허전 상상력과 위대한 메시지의 결정체 스토리텔링의 진화 
2167,스트레스성 위장염이 나았다 
2168,선동 찌라시 쓰레기 뉴스공장이 만들어낸 조작극 
2169,너무 재밋다 인정 여 인정하지 그럼 
2170,살면서 나름 많은 영화를 봤지만 이렇게 생각을 많이 하게 되는 영화는 몇 없었습니다 왓챠에서 내려가기 전에 봤는데 한 번만 보기가 아까워서 세 번을 봤네요 아직도 여운이 남습니다 
2171,사는데 굳이 목적을 가지지 않아도그냥 사는 것만으로도 가치가 있다는 것을 느꼈어요 
2172,너무너무 보고싶은데 안양과천의왕 엔 왜 상영관이 없는걸까요ㅠㅠㅠㅠ 
2173,진짜 영화 보고 운 적 손에 꼽을 정도인데 이번건 폭풍눈물이었다 
2174,악의 근원  꼭봐야할 영화 
2175,처음 볼 때는 그냥 가둬놓고 싸우는 영환가 싶었는데 보면 볼수록 그 안에 있는 의미가 보여서 볼때마다 새로운 영화에요 꼭 두 번 보세요 
2176,어른들을 위한 만화영화의 정수를 보여줍니다 매너리즘에 빠진 저를 한번 돌아보게 만들어주네요  비록 만화지만 영상이 거의 실사같은 느낌을 줘서 여행가고싶은 생각이 물씬 더욱이 한국어와 한글 찾는 재미도 쏠쏠합니다 스텝 중 한국인이 꽤 되더군요 나는 어떻게 살고있나 어떻게 살아갈것인가 나의 행복은 무엇일까  강추합니다 
2178,특별하지 않음의 특별함을 돌아보는 순간 
2179,행복해지고 마음이 따뜻한 영화 
2180,기대 안 하고 봐도 좀 시간 아까움 하지만 유튭에서 줄거리 요약 영상으로 호기심 유발은 최고 
2181,처음에는 인사이드아웃과 비슷한 세계관이다보니 흥미가 좀 떨어지는 감이 있었는데 다 보고 나니 왜인지 모르게 어딘가에서 울컥함을 느꼈다 삶의 목적 의미 꿈에 집착해야 하는 걸까 삶의 의미는 어떤 업적이면 평가될 가치가 있는 것일까 어쩌면 그냥 숨쉬고 걷고 슬프고 웃고 무료한 모든 순간이 삶 살아간다의 의미가 아닐까 그거면 충분한 것 아닐까 내 인생 모든 순간이 소중하다고 말해주는 영화 
2182,요즘 혼자잇을시간이 많아서 고민하고 있던걸 딱 집어준 영화였네요 영화관 나오면서 위로받은 느낌이엇습니다 
2183,디즈니픽사 영화는 정말 생각을 많이하게 만드는 영화들이 참 많은데 이번 영화는 정말 생각 많이하게된 영화다 
2184,감동적이었어요  모든 조와 코니와 22번을 위해서 
2186,걍 무서운것도없고 재미도 없고 
2187,브베  배리나  브베리나 
2188,에니메이션의 극치 죽어서 한점의 조그만 불씨가되어 다른세계로 가는 길목을 가는것 그리고 윤회 
2189,너무 슬퍼서 펑펑 울었어요ㅜㅜㅜㅜ 
2191,인생에 다하여 다시한번 생각해보게 되는 영화 
2192,기억과 꿈 인간의 그리움이 맺힌 곳을 계속 찾아 해맨다 
2193,그냥 내 영혼이 감동받는 영화 소울 
2196,새봄역할 배우의 연기 빼고 다 좋았다 
2197,아무 생각 없이 보기 시작했는데 어느새 울고 있는 저를 보게 하는 영화였어요 단순한 애니메이션이라고 하기엔 잔잔한 울림을 남기는 아주 좋은 영화인 것 같아요 인생에 대해서 다시 생각하게끔 만들어주네요 
2198,한번도 아들을 위해 아들을 꾸짖은 적 없던 서툰엄마 서툰 엄마의 본능적인 자기방어적 행동이 아들의 어두운 본능을 깨운 건 사실이다 모자관계를 넘어 인간이기에 우리는 이 문제를 비단 가족 내부의 문제가 아닌 사회적 문제로 꺼내야 하는 것이다이 영화가 아버지에 관한 이야기를 하지 않는 건 차별적 발상이 아니라 어쩔 수 없이 육아에서 많은 부분을 담당해 온 이시대 엄마들과 아이 사이에서의 문제를 짚어보는 데 초점이 있기 때문이다 둘 간의 문제는 어디서부터 시작된건지 어디서부터 꼬였고 그 풀릴 수 없는 매듭이 곧 돌이 되어 이 사회에 던져지는 결말을 냈는지 말이다 모든 사회 문제에 성역할을 들이밀어 판단하는 오류는 적어도 이 영화에서는 범하면 안될 것이다 물론 이들의 문제를 더욱 깊게 만든 방관자였던 아버지의 책임도 논해볼 만은 하겠지만 어디까지나 본 영화에서는 곁다리일 뿐인 것이다 이건 분명히 엄마와 아들 둘의 문제였다 누구의 도움도 청하지 않고 대화 한번 나누어보지 않고 둘 간에 깊어져만 갔던 감정의 골이 어떤 결과를 가져왔는지 말이다엄마가 사랑하는 모든 것에 훼방을 놓아야 자신에게 관심을 돌릴 수 있을 것 같고 아파야만 사랑받는 것 같다 느꼈던 아이 엄마에 대한 사랑 증오 질투 결핍이 결국 사이코패스라는 괴물의 자아를 낳았다 그래서 우리는 이시대 케빈에 대해 얘기해봐야 한다 물론 엄마와 함께 말이다 
2199,헐리웃영화 데이브 100 표절해서 천만넘고 이정도 찬사받으면 진짜 성공한거지이러니 전부 표절하고 자빠지는거임양심의 가책이라곤 1도없는 한국영화 
2200,개인적으로는 8점이나 1점 주신 분들이 많아서 10점 드립니다아마 박그네 시절때 개봉을 하려고 했으면 개봉조차 안되었을 것 같네요 다음 대통령이 머가리 두환이라는건 아쉽네요 
2201,내가 이걸 이해하면서 보고 있구나 싶다가도 어 하게 되는 그런 영화예요 
2202,스티브 에미넴 마틴 씬이 하이라이트 
2203,영화관에서 못보고 집에서만 보다가 재개봉 하길래 극장에서 보고 왔는데 역시 작화도 좋고 ost가 진짜 멋지네요 성우들 연기력도 너무 좋아요 
2204,가족들과 재밌게 봤어요 
2205,재미있어요 볼만합니다 
2206,차별과 멸시 그리고 우월주의로 일그러진 미국의 아버지상의 비구름 아래엔 죄책감으로 얼룩진 미국의 아들들이 있었다 우중충하고 습한 진창 위에서라도 서로를 위한 연민과 사랑을 일궈내기위해 
2207,저렇게까지 자기일을 사랑하고 즐기는 모습이 부럽다 
2208,불꽃은 목적이 아니야 살아갈 준비가 되면 마지막 칸은 채워져 
2210,파힘은 너무 싸가지가 바가지네요 하지만 귀엽고 사랑스럽기는 하네요 그리고 주변인 들을 너무 잘 만난 것 같아요 파힘이 파리의 챔피언이 된 것은 주변인들의 도움 없이는 불가능 했을 꺼예요 재밌게 잘 봤습니다 
