,악플여부
18376,0
16848,0
6364,0
35502,0
12512,0
49193,0
65080,0
3356,0
10656,0
88730,1
46446,0
36799,0
21214,0
39477,0
27497,0
45443,0
74617,0
50541,1
89654,1
1269,0
60882,1
53683,0
82473,1
98053,1
7059,0
47508,1
53676,0
9987,0
39489,0
41737,0
70791,1
98814,1
47130,1
75811,0
29332,1
6814,0
97166,1
45954,1
88308,1
26901,0
95935,1
94910,1
89582,1
21937,0
12705,0
43657,1
59215,1
10914,0
33201,0
11761,0
28073,0
86203,1
2615,0
12590,0
27788,0
53390,0
64011,0
91573,1
78613,0
91101,1
60068,0
62213,0
28334,0
86188,1
49342,0
88271,1
46602,0
86602,1
9676,0
92541,1
8514,0
4903,0
73892,0
84415,1
67841,0
20171,0
68401,0
57807,0
88515,1
87817,1
25356,0
84833,1
73772,0
75248,1
63699,1
88298,1
92976,1
63311,1
23451,0
91914,0
95985,1
95051,1
59057,1
91072,1
59901,0
25619,0
59789,0
33774,0
76265,1
24827,0
22802,0
89740,1
13519,0
77568,0
29993,0
55596,0
85017,1
32007,0
70157,0
58120,0
36179,0
55092,0
55945,0
21682,0
36379,1
12493,0
90902,1
56920,0
91727,1
69102,0
45652,0
29111,0
58948,1
86312,1
39262,0
1828,0
95996,1
36283,0
52666,1
90364,0
4391,0
40698,1
82324,1
17606,0
32538,0
65856,0
14554,0
71892,0
11371,0
29791,0
11169,0
56630,0
74054,0
96715,1
5319,1
26056,0
12523,0
80892,1
6419,0
22585,0
23380,0
32092,0
67316,0
13485,0
88061,1
90533,1
12837,0
86582,1
31176,0
65234,1
98645,1
1385,0
55168,1
79189,0
97342,1
7367,0
26212,0
94655,1
30032,0
19309,0
13767,0
35530,0
1018,0
66697,1
47543,0
81939,1
34843,0
92308,1
31693,0
77666,0
17662,0
82051,1
84705,1
86933,1
4689,0
91040,1
94552,1
79384,0
69217,0
38503,0
90956,1
42587,0
41394,0
28532,1
89819,1
2967,0
64339,0
27836,0
44043,0
75626,0
81093,1
99138,0
28025,0
20149,0
42898,0
63272,0
67210,0
28323,0
34136,0
32,0
89817,1
50368,1
82859,1
78372,0
11863,0
27637,0
74186,0
12367,0
91928,1
24841,0
26958,0
84482,1
96704,1
4462,1
54220,0
19975,0
29903,0
12711,0
40807,0
4563,0
2862,0
61816,0
61776,1
29996,0
29103,0
60438,1
73662,1
5537,0
81175,1
8448,0
52007,0
59903,0
52790,1
81382,1
60077,0
68628,0
65984,0
55349,0
16096,0
37490,1
71932,0
50197,0
85640,1
32653,0
13238,0
29169,0
78836,0
97872,1
57009,0
54172,0
88513,1
13660,0
88776,1
63619,0
69897,0
96445,1
33652,1
36152,0
31760,0
69224,0
24403,0
80157,0
46890,0
77639,0
39204,0
65677,0
13896,0
77478,0
45307,1
84919,1
16435,0
20511,0
69542,0
42737,0
7489,0
77219,0
78392,1
57647,0
58006,0
59194,0
45077,0
28464,0
21498,0
46040,1
60635,0
65022,0
72035,0
62046,0
93943,1
65849,1
49049,1
73976,0
94356,1
41614,1
82980,1
70821,0
88124,1
77766,0
95258,0
92161,1
70216,0
20833,0
66661,1
88936,1
94506,1
70982,0
26974,0
19487,0
33908,0
52604,1
16368,0
32338,0
36768,0
10134,0
70039,0
25532,0
65964,1
86058,1
39133,0
61623,0
10614,0
18712,0
28848,0
23500,0
50508,1
77187,0
15349,0
18623,0
54066,0
67817,0
42976,0
2643,0
61485,0
22373,0
36626,1
29954,0
35810,0
85031,1
3503,0
5538,0
998,0
74802,0
40586,0
93765,1
96940,0
86633,1
48248,0
19073,0
87609,1
50272,0
2602,0
31190,0
93276,1
31044,0
42094,0
7333,0
61382,0
30622,0
96908,0
37156,0
7459,0
48356,0
80470,0
86784,1
45782,0
48926,1
76028,0
25013,0
42817,0
48217,0
15744,0
26735,1
14130,0
38765,0
71727,0
21169,0
58175,0
24703,0
42104,0
23419,0
38631,1
69900,0
73922,0
190,0
88642,1
19219,0
37117,1
7782,1
85445,1
4206,0
29137,0
70250,1
84962,1
42201,0
71726,0
70637,0
26918,0
41446,0
96853,1
47533,1
1660,1
1325,0
71596,0
91876,1
5004,0
15096,0
10993,0
27498,0
77774,0
59566,1
75155,0
3703,0
97896,1
24764,0
7648,0
18770,0
45987,0
41458,0
93210,1
50746,0
46944,0
23618,0
64354,0
67329,0
26844,0
45649,0
50037,1
19814,0
86538,1
82841,1
8471,0
69676,0
36056,0
11992,0
58032,1
74174,0
52438,1
73111,0
82240,1
11341,0
82893,1
41354,0
33029,0
94930,1
97839,1
88955,1
19329,0
6573,0
3168,0
24185,0
44067,1
81084,0
64358,0
92675,0
48300,0
95050,1
65261,0
19761,0
74894,0
22829,0
30184,0
13642,0
63678,1
68752,0
40547,1
19524,0
89983,1
63639,1
55712,1
68354,0
60037,0
38468,0
58503,1
70464,0
65312,1
20989,0
74792,0
13172,0
50700,0
56093,0
78411,0
10854,0
33205,0
41556,0
25704,0
95499,1
61447,0
44568,0
12724,0
97308,1
60989,1
949,0
44677,1
11648,0
13763,0
50783,0
92159,1
54190,0
15829,0
93161,1
64485,0
69431,0
29609,0
54922,0
60555,1
58887,0
90842,1
62255,1
52487,1
96188,1
97609,1
28913,0
40559,0
42067,1
93523,1
65294,0
98498,0
61399,0
95488,1
15689,0
51523,0
16143,0
40652,0
62842,0
60763,0
39887,0
91067,1
38091,0
63385,1
31010,0
11714,0
83174,1
90921,1
26765,0
83517,1
85812,1
52337,1
80875,1
66003,1
44973,0
3698,0
71674,0
63319,1
89859,1
37807,0
46603,0
25295,0
61351,1
86436,1
36949,0
82504,1
39094,0
3387,0
90233,1
52970,0
45521,0
74839,0
25975,0
88450,1
7997,0
6219,0
30109,0
54575,0
69705,0
18787,0
23351,0
98444,0
4985,0
41843,0
17192,0
38653,0
34474,0
15446,0
6935,0
90758,1
35103,1
88720,1
61059,0
14098,0
970,1
53556,0
91416,1
24395,0
12580,0
58310,1
27454,0
59323,0
678,0
72535,0
34319,0
12026,0
72460,0
56512,0
84734,1
40767,0
11494,0
37803,0
62959,0
81604,1
248,0
1189,0
95700,1
66023,1
52139,1
66256,1
6075,1
78535,0
54794,0
49339,1
16387,0
24874,0
50282,1
83016,1
90810,1
34297,0
52686,1
25997,0
65951,1
91079,1
83153,1
24307,1
52665,0
60221,1
96262,1
95278,1
26075,0
16006,0
50655,0
85952,1
32075,0
90863,0
55561,1
67582,1
33393,0
28573,0
96758,1
35763,0
23378,0
73301,0
95890,1
53961,0
54598,0
58663,0
93607,1
18096,0
44837,1
3378,0
20393,0
14105,0
82613,1
13432,0
44464,0
64055,1
64789,0
63985,0
86104,1
22313,0
60169,0
96902,0
9471,0
57961,1
17331,0
32343,0
22521,0
9012,0
27133,0
6865,0
66763,0
70658,0
7895,1
90760,1
19528,0
62414,1
17665,0
51227,0
11782,1
8563,0
17358,0
9502,0
14967,0
26174,0
22705,0
74569,0
95690,1
46178,0
16980,0
27054,0
14658,0
70011,0
39684,0
36157,1
29587,0
13711,0
81202,1
32496,0
2853,0
81068,0
2834,0
8799,0
82047,1
20637,0
86668,1
19815,0
95110,0
94841,1
6226,0
33122,0
50989,0
95316,0
60834,0
47243,1
39866,0
26278,0
71392,0
68262,0
61626,1
63362,1
42582,0
1762,0
20571,0
36459,0
62072,1
95298,0
74303,0
60652,0
32008,0
25103,0
20594,0
12200,0
58020,0
89574,1
64280,0
94866,1
63278,1
4089,0
59074,1
1298,0
84080,1
97827,1
4402,0
92120,1
84575,1
67334,1
50911,0
31556,0
4799,1
52411,0
37584,0
83156,1
71530,0
1079,0
19184,0
82181,1
83348,1
37953,0
66264,1
72396,0
30720,0
99133,0
53478,0
57648,0
98912,1
11028,0
86841,1
84464,1
23381,0
28504,0
85775,1
54812,0
49234,1
65148,0
99242,0
35450,0
75879,1
90955,0
41343,1
18878,0
46162,1
89206,1
64475,0
25098,0
60571,0
7974,0
84844,1
61136,0
40035,1
74572,0
43282,0
2647,0
93880,1
72804,0
48812,1
69196,0
23509,0
34774,0
49815,0
80694,1
48449,0
36184,0
27169,0
75896,0
11501,0
15647,0
40581,0
13749,0
67116,0
43819,0
36566,0
79940,0
72805,1
55190,1
14536,0
97822,1
2143,1
67746,1
47714,0
86501,1
13008,0
52083,0
28275,0
60272,0
11340,0
41402,0
61200,0
28993,0
70549,0
54457,0
92802,1
59853,0
86832,1
42695,0
69638,0
28139,0
19579,0
69268,0
26400,0
52533,1
50363,0
54562,0
66031,1
56913,0
72493,0
11093,0
93027,1
24738,0
63730,0
66281,0
5417,0
50961,0
86213,1
60372,0
7739,0
48503,0
50707,0
24249,0
99420,0
6299,0
54876,0
90003,0
51022,1
3790,0
85338,1
97207,1
57479,0
87680,1
13913,0
61518,0
56792,0
18684,0
96499,1
81576,1
482,0
8361,0
64576,1
5216,0
28793,0
55042,1
29560,0
15604,0
52401,0
42378,1
83744,1
15164,0
64093,0
4266,0
76730,0
15774,0
8047,0
47559,0
87928,1
52356,1
88415,1
18716,0
85429,1
78648,0
92506,1
91550,0
35073,0
71474,1
94340,1
62655,0
38824,0
46773,1
12180,0
96782,1
96632,0
53635,1
96598,0
22052,0
25677,0
13916,0
41517,1
87196,1
79582,0
97145,1
80947,0
51887,0
97295,1
22822,0
75550,0
26430,0
8269,0
735,0
94219,1
63767,0
7069,0
5,0
94269,1
39969,0
2883,0
59367,0
72131,0
9633,0
27683,0
72818,0
22526,0
48519,0
26084,0
27937,0
32726,0
53698,0
66242,1
30048,0
12710,0
30260,1
77452,0
82332,1
7311,0
61717,1
4962,0
41877,0
32388,0
71159,0
37819,1
23719,0
28912,0
66399,0
70785,0
5644,0
1301,0
5283,0
7024,0
49386,0
5358,0
10410,0
2286,0
54175,0
28024,0
85789,1
39741,0
38000,0
15540,0
90895,0
95511,1
71939,0
15673,0
20027,0
68125,0
19786,0
76522,0
99409,0
55372,1
61140,0
4748,0
12530,0
24125,0
29810,0
39854,1
89339,1
77952,0
59666,0
16801,0
69493,0
26623,0
77828,1
82169,1
11195,0
54199,0
26285,0
2636,0
99482,0
44314,0
60887,1
82534,1
52000,0
62261,0
41857,0
41323,1
90719,1
25797,0
85942,1
11780,0
51489,0
85998,1
24400,0
89835,0
70663,0
41137,0
35933,0
59924,0
20932,0
47352,0
95124,1
45116,0
73325,0
96185,1
95313,0
18479,0
8708,0
97286,1
93404,1
40973,1
34922,0
512,0
52645,1
5014,0
48643,0
79959,0
41623,0
49469,0
20366,0
74733,0
13246,0
96993,0
81105,1
52330,1
37509,1
76291,0
76636,1
99433,0
24392,0
69374,0
55012,0
51074,0
50796,0
14960,0
45268,0
96634,0
9329,0
65748,0
2660,0
1174,0
11490,0
60879,0
55300,1
88141,1
65967,1
28706,0
46194,0
70457,0
95884,1
10954,1
29917,0
76334,1
91624,1
37427,0
69283,0
92660,1
35808,0
2188,0
51543,1
45952,0
54723,0
62583,1
28067,0
93399,0
86070,1
51884,0
42894,0
33096,0
30627,0
43145,0
47079,1
85458,1
84436,1
80246,0
19806,0
46265,0
9698,0
49066,0
17771,0
42744,1
74091,0
90059,0
38505,0
95641,1
65638,1
54382,0
12139,0
36809,0
21981,0
45755,0
52037,1
80565,1
7417,0
48112,0
96241,1
37463,0
92492,1
83855,1
73417,0
97446,1
44468,0
73747,0
41449,0
50720,0
44493,1
60907,1
90606,1
44612,0
31453,0
67811,1
35586,0
46301,0
26122,0
85318,1
94370,1
64872,0
57705,0
85809,1
97991,1
25267,0
24953,0
10915,0
5078,0
34257,0
77604,0
43124,0
76988,0
65378,1
78053,1
23177,0
69553,0
11915,0
65358,1
69215,0
54713,0
56405,0
97759,1
97828,1
38901,0
54935,0
98685,0
42057,1
49141,0
742,1
70071,0
27571,1
57089,0
70670,0
44627,1
47192,1
55357,0
74348,0
54945,0
72870,0
41193,0
47873,1
58877,1
53532,1
73049,0
46268,1
98549,0
40392,0
44884,1
64681,1
72364,0
12352,0
70696,0
80221,1
89679,1
3723,0
96832,1
25244,1
22837,0
60890,0
44807,0
33672,0
27829,0
67197,1
36720,0
45479,0
39551,0
40934,0
54331,0
45289,0
47024,1
14868,0
52745,1
89837,0
77540,0
85680,1
17556,0
91894,1
27515,0
647,0
34893,0
73546,0
26054,0
24500,0
32234,0
79091,0
51189,0
78806,0
59241,0
26943,0
38929,0
54789,0
79950,0
53782,0
86898,1
69127,0
72429,0
49796,1
61257,0
68852,0
72851,0
7999,0
3091,0
46529,0
12906,0
93969,1
50859,0
93293,0
86714,1
38941,1
81667,1
13148,1
25228,0
25583,1
9079,0
24342,0
37579,0
28620,0
12598,0
13632,0
15479,0
76059,0
60962,0
843,0
61354,0
75401,0
57212,0
29130,0
20631,0
3933,0
16598,0
93780,1
72888,0
36564,0
48739,1
88012,1
97330,1
86253,1
36405,1
95320,0
79730,0
41976,0
39383,0
22992,0
58896,1
96206,1
82124,1
45159,0
43364,0
80589,0
45491,1
72807,0
21793,0
83694,1
49977,0
59715,0
12429,0
63769,0
50219,0
13015,1
43914,0
40612,0
57352,0
47739,1
52005,0
46057,1
80203,0
48165,0
64601,1
48892,1
29826,0
46313,1
78002,0
34335,0
26536,0
87764,1
16195,0
71772,1
7889,0
96186,1
52232,1
67870,0
24114,0
72259,1
1105,0
44565,1
21765,0
86507,1
71838,0
58308,1
97248,1
57990,0
89035,1
3014,0
65224,0
3135,0
93570,1
85120,1
44834,0
92519,1
63817,0
75898,1
18038,0
60369,0
99170,0
16439,0
48330,0
15392,0
23573,0
4216,0
33117,0
21059,0
41805,0
18515,0
43379,0
20104,0
7027,1
89807,1
70526,0
76579,0
97472,1
72511,0
99031,0
36342,1
73091,0
38289,0
3202,0
49021,0
8600,0
15274,0
67986,0
17786,0
91307,1
71886,0
12249,1
98081,1
73011,1
68633,0
1059,0
67338,1
40770,1
5088,0
51447,0
82454,1
46707,0
53813,0
25863,0
95655,0
61745,0
17937,0
9173,0
28810,1
55855,0
47039,0
58177,0
61407,1
80845,0
25499,0
30402,0
72260,0
31193,0
50455,1
92281,0
29939,0
27588,0
97770,1
91723,1
85922,1
96927,0
98304,1
10390,0
81824,1
94845,1
53553,0
19105,0
83402,1
12839,0
26547,0
73081,0
28084,0
66406,1
58651,0
7281,0
27223,0
66719,0
37778,0
23599,0
83798,1
27961,0
75820,0
14743,0
3941,0
76650,0
98025,1
25565,0
12320,0
52583,0
30813,1
61649,0
86559,1
81122,1
35328,0
38536,0
30562,1
20189,0
89143,1
34457,0
72159,0
51573,0
13883,0
69707,0
71081,0
72279,1
43961,0
9292,0
68805,0
65497,0
39736,0
28128,0
5877,0
60321,0
13257,1
23276,0
7631,0
74581,0
61697,0
75237,0
40460,0
71524,0
85284,1
28366,1
33447,0
40361,0
92716,0
6976,0
98991,1
50992,0
38535,0
79409,1
14274,0
6808,0
8323,0
20382,0
53836,0
51836,0
38649,0
40810,0
85021,1
25599,0
97819,1
73157,0
24967,0
89804,1
21626,0
9386,0
20303,0
22867,0
37348,1
76373,1
8933,0
44414,0
79771,0
8577,0
61172,0
92381,1
50500,0
96539,1
27541,0
62500,1
29821,0
57649,1
31524,0
57504,0
20782,0
80281,0
31709,0
46045,1
18429,0
42045,0
89563,1
60636,1
73066,0
43839,0
65110,1
72509,0
91479,1
5471,0
58198,0
652,0
69471,0
33307,0
28642,0
92125,0
62623,0
89758,1
43844,0
51442,0
93007,1
97558,1
86927,1
54588,0
27907,0
61761,0
85723,1
29709,1
1921,1
82622,1
75828,0
20987,0
88273,1
41127,0
60935,1
81436,1
59204,0
61544,0
32521,0
35079,0
46545,0
44775,1
18465,0
96356,1
81914,1
54149,0
82861,1
84350,1
65952,1
11289,0
15420,0
5869,0
14949,0
63572,1
75920,1
32336,0
69592,0
60088,0
77506,1
30861,0
2808,0
56502,1
83264,1
24137,0
61834,0
50511,0
49898,0
94185,0
57865,0
76819,0
47033,1
40980,0
90994,1
15987,0
89988,1
43063,1
40802,1
42022,1
72501,0
29765,0
1537,0
58331,0
86637,1
4589,0
95785,1
1425,0
76258,0
81350,1
50998,0
11430,0
90454,1
20822,0
33985,0
71602,0
40780,0
41418,0
31444,0
56122,0
38266,0
34323,0
35386,0
54972,0
95024,1
64127,0
89973,0
51181,1
82809,1
2799,0
66507,1
4574,0
73596,0
429,0
3142,0
4135,0
12307,0
32164,0
72006,0
47924,1
76902,0
18215,0
13093,0
56480,0
73207,0
1938,0
81772,1
79715,0
43511,0
35863,0
91652,1
14154,0
49430,1
25918,1
51985,0
30456,0
65988,0
92151,1
70453,0
85523,1
12194,0
38157,1
22628,0
29976,0
76963,0
30274,0
96026,1
17238,0
82190,1
34122,0
83962,1
59407,0
66657,1
93503,1
7052,0
8788,0
49766,0
49496,0
92225,1
94216,1
81707,1
54484,0
3755,0
93105,0
36489,0
7371,0
11609,0
53902,1
47905,0
87093,1
64997,0
45137,0
57851,0
44392,0
30801,0
17100,0
86804,1
68368,0
14212,0
84324,1
3127,0
89126,1
99351,0
62223,1
82458,1
81805,1
17136,0
55116,0
92961,1
19405,0
27654,0
60699,0
65917,1
58025,1
98395,0
8135,0
78355,0
76824,0
44006,0
35972,0
74493,1
87432,1
70202,0
63182,0
82094,1
32887,0
95806,1
91413,0
51923,1
35747,0
36874,0
4534,0
70126,0
64113,0
43241,1
12099,0
3934,0
51627,0
23736,0
77320,1
75493,0
76559,0
28886,0
32442,0
19791,0
52053,0
72080,0
52675,0
21355,0
64659,0
90153,1
7336,0
62276,0
11848,1
68596,0
74696,0
81394,1
69150,0
98114,1
33527,0
71462,1
34542,1
11085,0
24887,0
76751,0
10721,0
13153,0
94780,1
64595,0
29734,0
74881,0
49245,0
8925,0
959,0
82855,1
63760,0
67652,0
78083,0
81574,1
84547,1
98798,1
97029,1
91252,1
74006,0
25067,0
42548,0
37262,1
70027,0
20531,0
65995,1
42214,0
31053,0
66720,1
19003,0
87150,1
18666,0
89111,1
65953,1
5072,0
58207,0
41779,0
77249,0
61813,1
35200,0
97606,1
21891,0
26464,0
82545,1
39341,0
80724,0
84803,1
82272,1
9599,0
8718,0
51779,0
58211,0
8634,0
53307,0
80858,1
11858,0
71981,0
1548,0
41513,1
30600,0
34477,0
93618,1
74436,0
91421,1
28405,0
66146,0
68174,0
13695,0
53860,0
19958,0
22449,0
2704,0
57673,0
95408,1
38768,0
25479,0
25526,0
8423,0
22509,0
76882,0
14007,0
26819,0
91758,1
2490,0
44235,0
38691,1
58697,1
67845,0
48386,1
93982,1
56695,1
87842,1
58476,0
41436,0
72869,0
10095,0
94603,1
17268,0
22265,0
46828,0
90021,0
17810,0
66502,1
77672,1
12353,0
96695,1
4067,0
61924,0
89829,1
22677,0
75380,0
36218,0
12599,1
1731,0
10638,0
28245,0
87795,1
91440,1
98128,1
54630,1
72162,0
95432,1
75082,0
7196,0
98593,1
43116,0
9943,0
99104,0
80682,1
33266,0
60537,0
70840,0
75803,0
48176,0
80055,0
92062,1
27883,0
99347,0
50267,0
25339,0
75219,1
67088,1
43738,0
37368,1
42063,1
94242,1
38920,0
40184,0
540,0
41600,0
50829,0
44397,0
72489,0
76356,0
97396,1
78832,1
25382,0
47937,1
38970,0
744,1
99427,0
47592,0
78706,0
15092,0
82842,1
11728,0
42254,1
83683,1
9837,0
54701,0
40092,0
36351,0
69025,0
29181,0
89311,1
50309,0
81609,1
81742,1
64610,1
50775,1
26845,0
6385,0
92188,1
4846,0
66066,1
61300,0
20915,0
54362,0
87153,1
10445,0
37066,0
8412,0
29398,0
42203,0
90718,1
61309,1
37256,0
57676,0
13625,0
91891,1
47345,0
49383,1
39403,0
31726,0
28051,0
31931,0
27116,0
79276,0
62070,0
91551,0
56530,0
62150,0
63041,1
23470,0
14599,0
37867,0
77016,0
42643,0
82668,1
23151,0
56894,0
48275,0
94334,1
36403,0
73344,1
18833,0
6361,0
79811,0
17066,0
76390,0
35044,0
66778,0
68583,0
39269,0
8362,0
15370,0
84356,1
87782,1
92218,1
81896,1
15006,0
53415,1
57828,0
47662,1
78102,0
39731,0
46568,0
33940,0
66850,0
63820,0
64037,0
5910,0
1711,0
7914,0
67110,0
92086,1
62856,1
70338,0
67106,1
64947,1
6725,0
97355,1
92508,1
29733,0
58013,0
94324,1
66969,1
62904,1
95556,1
58990,0
32995,1
4459,0
90847,1
63548,0
92807,1
82366,1
75017,0
9953,0
9857,0
52577,1
93096,1
24362,0
3080,0
46560,0
61391,0
99291,0
1896,0
40651,0
89492,1
42326,1
23523,0
14382,0
50495,1
10718,0
55392,0
3803,0
9826,0
11457,0
8119,1
92624,1
93259,0
11948,0
90976,1
30771,0
92249,0
91487,0
14619,0
68028,0
10262,0
28992,0
77490,1
5281,0
88288,1
81264,0
79768,1
67618,0
72500,0
14998,0
34307,0
58254,0
32809,1
45852,0
4706,0
60798,1
55387,1
21610,0
92980,0
64535,0
32227,0
13371,0
74813,0
92099,1
7590,0
38178,1
5752,0
15147,0
95864,1
89174,1
58464,1
24820,0
44512,0
1471,0
70777,1
91614,1
80348,1
2054,0
77146,0
26360,0
58538,0
94588,0
67636,0
29866,0
84074,1
97096,1
92446,0
27796,0
45687,1
6294,0
64794,0
52530,1
3828,0
91627,1
55030,0
4190,0
2723,0
43137,0
97984,1
29614,1
47316,0
11520,0
53042,0
52586,0
37961,0
71773,1
15003,0
87208,1
46024,0
52145,1
40623,0
77629,0
71310,0
43457,0
53310,0
68694,0
40538,1
18609,0
39656,0
14151,0
55792,0
19299,0
64345,0
70732,0
78441,0
32450,0
79529,1
79440,0
5146,0
44891,0
98805,1
64982,0
98543,0
80306,0
28568,0
7537,0
14310,0
93764,0
18720,0
52220,0
8136,0
4467,0
6488,0
29363,0
54583,0
52502,0
31552,0
17676,0
24378,1
44913,1
21192,0
72230,1
78381,1
73446,0
38227,0
87930,1
80853,1
46422,0
42395,1
24486,0
3366,0
16836,0
50113,0
93516,1
39179,0
78008,0
12290,0
52731,0
97078,1
6750,0
33390,0
91790,0
26017,0
39078,1
84876,1
84694,1
36429,0
94955,1
5606,0
96246,1
21482,0
72333,0
71962,0
68817,0
32915,0
57594,0
65311,0
91541,1
72975,1
19063,0
40033,0
60317,0
90113,1
76197,1
47008,0
68902,0
36475,0
16796,0
42258,1
65589,0
57896,0
68445,0
56526,0
88946,1
70882,0
98319,1
14889,0
37461,1
11626,0
95119,0
5590,0
99152,0
2773,0
87399,1
73878,0
41511,1
62627,1
70463,0
51656,0
69931,1
25742,0
79078,0
1132,0
76952,0
17667,0
92145,1
68038,0
23810,0
51930,1
78874,0
33989,0
60939,0
21244,0
69611,0
26456,0
45373,0
46436,0
58883,0
7395,0
25081,0
49295,0
92013,0
58491,0
38904,1
91184,1
87831,1
41921,0
45922,0
29273,0
2763,0
79299,0
54409,0
68498,0
87096,1
51413,0
27112,1
32356,0
55846,0
91141,1
33189,0
10726,0
36063,0
76202,0
23170,0
58191,0
40157,0
21440,0
68747,0
73905,0
75681,0
99250,0
88051,1
53008,0
83794,1
1614,0
98418,0
25965,0
26197,0
51156,0
87098,1
7410,0
98108,1
53616,0
77200,0
95315,0
22460,0
21714,0
1566,0
42534,1
77969,0
63435,1
88707,1
80501,0
19312,0
67119,0
81954,1
31921,0
83319,1
55736,1
65555,0
44488,0
7793,0
40964,0
39103,0
74480,0
23626,0
88348,1
5111,0
43761,1
48866,1
10419,0
73965,0
306,0
67635,1
50875,0
73946,0
96309,1
69649,1
41825,0
17129,0
91332,1
65401,0
95611,1
5753,0
42542,0
81463,1
8508,0
95346,0
50553,0
24133,0
39856,0
27192,0
82747,1
68506,0
62250,0
477,0
89584,1
42659,1
78631,0
20165,0
30061,0
74983,1
16838,0
73362,0
54995,0
74349,0
81124,1
48162,0
13813,0
83039,1
45406,0
61449,0
92817,1
98955,0
98383,0
34242,0
21021,0
42986,0
38291,0
24187,0
21565,0
24616,0
87462,1
50601,0
24825,0
15119,0
15752,0
79558,0
62259,0
22960,0
31468,0
77276,0
78090,1
1521,0
67297,1
86638,1
95840,1
54239,0
51678,0
10234,0
83805,1
34013,0
53179,0
55601,0
86427,1
74702,0
61383,0
25822,0
92361,1
68435,0
44523,0
54863,0
41675,0
90379,1
63284,1
97907,1
61969,0
11029,0
63022,0
14009,0
12757,0
35825,0
37749,0
98530,0
74151,0
41409,0
29439,0
15217,0
22086,0
1489,0
45669,1
17524,0
30834,0
45259,0
38622,1
17783,0
60373,0
87612,1
8149,0
26750,0
10903,0
17084,0
93285,1
63429,0
72865,0
7102,0
50649,0
64085,0
29041,0
79389,0
76600,0
3780,0
5747,0
94193,1
31712,0
2722,0
44920,1
33706,0
29965,0
5086,0
30620,0
42390,0
64771,1
97731,1
47405,0
58186,1
65238,1
73033,0
42788,1
32132,0
74901,0
86773,1
7661,0
72368,0
87621,1
80192,0
51559,0
23362,0
68625,0
45326,1
3969,0
93739,1
75759,0
28129,0
14111,0
77486,1
29350,0
74582,0
44040,0
72270,0
71989,0
65775,0
87640,1
33563,0
42756,1
84824,1
82595,1
25710,1
2942,0
16460,1
52735,0
44976,0
39028,0
82263,1
21502,0
36558,0
37109,0
61796,0
24832,0
39980,0
27335,0
42981,0
80228,0
85441,1
91248,1
78838,0
14222,0
18247,0
87625,1
95607,0
54726,0
51989,0
42902,0
17652,0
97814,1
82723,1
47706,1
61298,0
41937,0
56979,1
18287,0
94510,1
20962,0
83481,1
94907,1
66379,0
23557,0
7799,0
5741,0
99267,0
118,1
64981,1
46121,1
18192,0
98631,0
50928,1
28809,1
47302,0
55327,0
18960,0
86636,1
88545,1
68954,0
7466,0
25311,0
84419,1
6039,0
55059,0
83546,1
21908,0
72654,0
74321,0
80942,0
4844,0
55485,0
11370,0
11339,0
10524,0
73937,0
5934,0
28089,0
79967,0
49812,1
8764,0
23464,0
93761,1
58011,1
35129,0
55785,0
85068,1
8011,0
59206,0
60116,1
14422,0
6549,0
7418,0
62987,0
88367,1
39604,0
82117,1
6660,0
32143,0
51828,0
42780,0
51937,0
27391,0
59694,0
34209,1
17813,0
83487,1
48559,0
64675,0
88860,1
78303,0
32701,0
67456,1
20627,0
65469,0
80404,0
98408,0
82975,1
41252,1
77761,0
49575,0
11163,1
95927,1
19477,0
46031,1
28442,0
35581,0
82507,1
32992,0
29063,0
86259,1
78065,0
84048,1
87996,1
82059,1
41468,0
34227,1
94825,1
84014,1
53630,0
17254,0
65525,1
55740,0
76838,1
29440,0
92830,1
3815,0
84342,1
31055,0
69619,0
41715,1
26771,0
53789,0
79123,0
2032,0
10907,0
1577,1
77074,0
35900,0
42216,0
1022,0
34170,0
25896,0
76715,1
93195,1
90102,1
31767,0
56823,1
88054,1
80799,1
53909,1
3978,0
83770,1
32246,1
61800,0
8639,0
95531,1
10661,0
81598,1
55850,1
28090,0
8114,0
54904,0
78307,0
75924,0
7170,0
73953,0
5534,0
41802,0
40153,0
83837,1
11298,0
69339,0
77705,1
8730,0
45712,0
81881,1
75450,1
73629,0
50784,0
27742,0
73847,0
69647,0
89893,1
17010,0
66477,1
69345,1
23159,0
66174,0
74060,0
30693,0
56354,0
43967,0
75552,0
33375,0
6288,0
69930,0
704,0
49201,0
53948,0
90747,1
26236,0
48110,0
58607,1
54901,0
47883,0
30790,0
94206,1
75386,0
91795,1
66704,1
92902,0
54950,0
50221,0
70822,0
34390,1
63243,1
36453,0
33026,0
26410,0
28801,0
63275,0
41365,0
35754,0
13062,0
28358,0
7234,0
40188,0
14347,0
284,0
92162,1
84948,1
19973,0
2484,0
64975,0
23870,0
45931,0
33333,0
89824,1
42974,0
35464,0
92892,1
56160,0
43030,0
76088,0
42939,0
46445,1
6658,0
51163,1
18606,0
44575,1
68735,0
45978,1
87994,1
37385,0
39740,0
53598,1
84752,1
76451,0
1888,1
20374,0
60095,0
48941,0
95856,1
35921,0
37717,0
48670,0
92707,1
84424,1
46720,0
60384,0
59667,0
87467,1
12149,0
27985,0
43486,1
86949,1
