,댓글,출처
20466,캬진짜 하나빠짐없이 이리도생각해주시다니,./data\문재인.csv
20467,스윗변다 화이팅,./data\문재인.csv
20468,대통령님 감사합니다,./data\문재인.csv
20469,수험생 모두 내세요,./data\문재인.csv
20470,대통령님의 격려가 큰 이 될거예요,./data\문재인.csv
20472,우리 대통령님 역시 최고입니다,./data\문재인.csv
20475,달님 건강 잘 챙겨주세요 고맙습니다,./data\문재인.csv
20478,ㅠㅠ울컥대통령님도 드시죠고생하십니다반드시 꿈은 이뤄질 것입니다,./data\문재인.csv
20479,항상 응원 드립니다,./data\문재인.csv
20482,대통령님 응원감사합니다 훌륭한 인재가 되어 문재인 대통령님을 뵐 수 있는 날이 오면 좋겠습니다,./data\문재인.csv
20483,수능까지 생각해주시는 따뜻한 마음을 갖고계신 우린 문재인 대통령 보유국에 살고 있습니다 수능 다들 잘보시길 바랍니다,./data\문재인.csv
20484,누구는 수능보고 누구는 안봐도 되고,./data\문재인.csv
20485,여러분 화이팅하세요,./data\문재인.csv
20487,화이팅 허세요,./data\문재인.csv
20488,사랑해요 대통령님,./data\문재인.csv
20489,칼자루는 내사람 지키는겁니다,./data\문재인.csv
20490,대통령님 사랑합니다 신뢰하고 존경합니다 감사합니다 내십시오,./data\문재인.csv
20491,우와 역대 이런 대통령님이 계셨나ㅠㅠ,./data\문재인.csv
20492,내맘같이 않다면 자르세요 명분을 세워서,./data\문재인.csv
20493,대통령님 감사해요 사랑해요,./data\문재인.csv
20495,어흥 듣기좋은 말,./data\문재인.csv
20496,대통령님 내세요화이팅,./data\문재인.csv
20497,감사합니다 낼 아들 수능이라 긴장되었는데 좋은 글에얻습니다 언제나 지지합니다,./data\문재인.csv
20500,매번 느끼는거지만 말씀을 너무 따뜻하게 하셔서 볼때마다 감동이예요ㅠㅠㅠㅠ,./data\문재인.csv
20501,역시 대통령님 밖에 없습니다,./data\문재인.csv
20503,대통령님의 따뜻한 응원 덕분에수험생 여러분 잘보리라 믿습니다 내일 추운데 내세요,./data\문재인.csv
20504,대통령님 감사합니다,./data\문재인.csv
20505,넘 감사해요,./data\문재인.csv
20506,대통령님 응원합니다,./data\문재인.csv
20507,ㅠㅠㅠ 수능 본지 넘 오래됐지만 저까지 따수워지는 느낌이예요 올 수험생들 모두 화이팅 대통령님 사랑해요,./data\문재인.csv
20508,내세요 늘 응원합니다,./data\문재인.csv
20509,큰 격려와 위로가 됩니다,./data\문재인.csv
20510,전 왜 올해 수능을 안칠까요 올해 수험생들 행운 가득하길 바래요 대통령님의 따듯한 맘이 전달되길 바랍니다,./data\문재인.csv
20512,Tng thng up insta cute ha,./data\문재인.csv
20513,대통령님 최고입니다,./data\문재인.csv
20514,고3아들 고생했엉 수험생 여러분들도 고생 많았어요,./data\문재인.csv
20515,우리대통령님 섬세하심 참으로 감사합니다,./data\문재인.csv
20516,몸이 열개라도 모자라신 대통령님ㅠㅠ 수험생들에게도 주시고 항상 감사합니다언제나 지지하고 존경합니다,./data\문재인.csv
20517,좋은 결과 있기를,./data\문재인.csv
20518,우리나라 기업 부채 및 가계 부채들이 점점 줄어 들었으면 좋겠습니다 감기조심하세요,./data\문재인.csv
20519,수험생분들 문재인대통령님 응원을 받고 스스로의 을 믿으시길 바래요 중요한건 시험 결과보다 노력한 자신이라는 것을 잊지 마세요,./data\문재인.csv
20520,뭉클한 메세지예요감동입니다,./data\문재인.csv
20521,수험생들도 대통령님께서도 수고하신 만큼 결실도 좋기를 감 바래봅니다,./data\문재인.csv
20522,수험생 여러분 몸고생 맘고생 참 많았습니다,./data\문재인.csv
20523,대통령님도 화이팅 수험생님도 화이팅,./data\문재인.csv
20524,저희 딸도 수능치루는데 대통령님 응원메세지를 꼭 전해줄껍니다 감사합니다,./data\문재인.csv
20525,대통령님도 항상 수고하십니다,./data\문재인.csv
20526,수험생들에게 아주아주 큰 이 되겠네요,./data\문재인.csv
20527,나라를 위해 노심초사 하시는 울 대통령님 항상 응원합니다 수험생들도 화이팅입니다,./data\문재인.csv
20528,감사합니다 대통령님,./data\문재인.csv
20529,우와 나도 수능치고 싶어지는 따스한 문구 감사합니다 대통령님,./data\문재인.csv
20530,응원감사합니다 대통령님 응원 덕분에 제 딸아이 더 낼거예요 대통령님도 화이팅입니다,./data\문재인.csv
20532,하던데로 하세요 긴장 하지말고 늘 하던데로 하세요 3년동안 내일을 위해 달려온 수험생 여러분들 그동안고생 했고 여러분을 응원 합니다,./data\문재인.csv
20533,대통령님항상 너무 너무 감사합니다 나는 이란 사람이고 한국어를 정말 좋아하다 저는 곧 토픽을 있어요 너무 기쁘다 o,./data\문재인.csv
20534,대통령 님 고맙습니다,./data\문재인.csv
20535,제가 고등학교때 시험치고 집에왔을때 몽이 아프신 아버지께서 저한테 하신말 영환아 들었지수고했어 아프신몸을 일으켜 세우시면서 하시던 그말씀아버지 고맙습니다,./data\문재인.csv
20538,대통령님 감사합니다 대통령님 응원의 입어 수험생인 저의 딸도 좋은 결과가 있으리라 믿겠습니다,./data\문재인.csv
20539,대통령님 따뜻한 응원 받고 모든 수험생이 제 실력 발휘하기를 빕니다,./data\문재인.csv
20540,대통령님건강하세요 그리고 수험생 후배님들 떨지말고 내세요 많이많이 응원하고 기도할게요,./data\문재인.csv
20542,역시 문대통령님매번 좋은말씀,./data\문재인.csv
20544,수험생 여러분 고생했어요 마지막까지최선을 그리고 대통령님 건강하셔야합니다꼭이요,./data\문재인.csv
20545,수험생 화이팅 평소 실력 보다 잘치시길,./data\문재인.csv
20546,고3수험생 여러분 수고 하셨어요부모님들도 고생하셨어요대통령님 응원 짱입니다용,./data\문재인.csv
20547,수험생들도 잘 보고 대통령님도 감사드립니다,./data\문재인.csv
20548,감사합니다 아토누나 화이팅,./data\문재인.csv
20549,우리 대통령님수험생들도,./data\문재인.csv
20551,최선을 다하고 오겠습니다,./data\문재인.csv
20552,대통령님 건강 챙기시고 화이팅하세요,./data\문재인.csv
20553,남아프리카공화국 입니다 여기서도 응원 합니다 여기도 졸업 시험 기간 입니다 10월 22일에 시작해서 12월 초에 끝납니다,./data\문재인.csv
20554,모두다 화이팅입니다,./data\문재인.csv
20555,대통령님 항상 감사합니다 지지합니다,./data\문재인.csv
20556,대통령님도 늘 수고가 많으세요내세요,./data\문재인.csv
20558,대통령님도 수고 많으십니다각하,./data\문재인.csv
20560,고맙습니다 대통령님,./data\문재인.csv
20562,수험생들이 더 퐈이팅 넘칠것 같은 메세지입니당,./data\문재인.csv
20564,대통령님 늘 건강하세여,./data\문재인.csv
20565,세로 드립ㄷㄷ,./data\문재인.csv
20567,대통령님 저희 딸 내일 수능봅니다 응원해주셔서 감사합니다,./data\문재인.csv
20569,Gooooood luck,./data\문재인.csv
20570,우리 대통령 최고에요,./data\문재인.csv
20571,오늘 하루도 고생하셨습니다,./data\문재인.csv
20572,스윗한 대통령님,./data\문재인.csv
20573,대통령님 항상 응원합니다 내세요,./data\문재인.csv
20575,대통령이 수험생 여러분께 전하는 따뜻한 격려 말씀입니다 내서 수능시험 잘 보세요,./data\문재인.csv
20576,따스하신 울 대통령님,./data\문재인.csv
20577,우리 문재인대통령 최고,./data\문재인.csv
20578,대통령님 모든수업생들 바래는 모든것 이루세요 모두모두 사랑합니다,./data\문재인.csv
20579,사랑해요 문재인 채고,./data\문재인.csv
20580,수험생 여러분 화이팅,./data\문재인.csv
20581,대통령님 덕분에 항상 편안하고 든든합니다 감사하고 사랑합니다,./data\문재인.csv
20583,수험생 엄마 받고 갑니다 고맙습니다,./data\문재인.csv
20584,"악플때문에 들실텐데
성광씨도 내세요
친분하나 없는 보통사람들도 이렇게 슬픈데 지선씨 하늘에서 편 쉬세요",./data\박성광.csv
20585,이글을 읽으니 눈물이 나네요 다른 남자 연예인들이 우스갯 소리로 박지선님 놀리고 해도 성광님은 지선이 괜찮은 여자다좋은여자다 라는 식으로 이야기를 했던게 생각나는데 정말 성광님 인성도 좋으시구나 느꼈거든요 얼마나 많은 동료들이 박지선님을 좋아했는지가 느껴지고 부모님께도 사랑듬뿍받고 당당하고 웃음만 주시던분이 헤아리지못할 고통속에 있었다는게 너무속상하네요 ㅠ 남겨진 아버님이 걱정되고 하늘이 원망스러운 일이네요 ㅠㅠ 그곳에선 아프지않고 평안하게 계실거에요,./data\박성광.csv
20586,박성광님제가 감 말씀드리자면지선님 가신길에 혹여라도죄책감을 느끼신다면그러지않으셨으면 해요지선님 착한 품성으로면꼭 성광님이 행복해지길 바랄겁니다여기저기 무슨말들이 들려도 견디시고지금 함께하고있분이 상처받지않게 맘써주세요지선님의 명복을 함께 빌어봅,./data\박성광.csv
20587,오빠 지선언니는 오빠덕분에 많이 행복했을거에요그러니 조금만 들어하시고 얼른 돌아와주세요,./data\박성광.csv
20588,오빠덕에 지선언니는 행복했을거에요 오빠도 내세요,./data\박성광.csv
20589,"기도할께성광아
너도 맘 잘추스리길 바래",./data\박성광.csv
20590,아 비통하네요나중에 만나서 또 개그하자는 말이모든걸 함축시켜주는거 같아요하늘에서 아프지마시고 편안하시길,./data\박성광.csv
20591,많이마음이 아픕니다저는 그저 방송국가서 방청으로 본게전부인데도잊혀지지않고 그냥 한없이 해맑고 밝게 웃음주는 재밌으셨던 지선님이 계속 머릿속에서 생각이나요개콘을 즐겨보던사람이라면 누구나 잊지못할거구요검색어보고난후로 믿기지도않고 마음이 이상하고 참눈물이샘솟고 그래요성광오빠가 얼마나 지금 마음이아프실지정말 무슨말은 차마 안나오고하늘에서 부디 아프지않는고통없는곳에서 좋게 원하시는모습으로 계시길 바랄뿐이에요,./data\박성광.csv
20592,"공부하다가 보고 울었습니다
정말 많이 웃고 행복했던 날들이이제는 누군가에게 큰 아픔과 슬픔이네요지선님 날씨가 많이 추워요그곳에선 아프지 마시고 매일 좋은 나날이였으면 좋겠습니다삼가 고인의 명복을 빕니다",./data\박성광.csv
20593,저도 개콘 팬인데 너무 가슴이 너무 아파요삼가 고인의 명복을 빕니다 ㅠㅠ 성광씨 내세요,./data\박성광.csv
20594,쓸데없는 말 안하겠습니다 좋은곳으로 가셨을거고 다른 시선에 들어 하지 않으셨으면 좋겠습니다,./data\박성광.csv
20595,당신은 좋은 동료 였습니다,./data\박성광.csv
20596,내세요 지선님도 그러길 바랄거에요,./data\박성광.csv
20597,성광오라버니 내세요 지선언니 기사보자마자 오빠가 젤 먼저 떠오르고 걱정이됐는데 지선언니가 항상 하늘에서 오빠 지켜보고 있을꺼예요 행복하게 잘 살고 잘지내는 모습 보여주셔야죠 알겠죠 저희부부 결혼기념일이 이젠저에게도 기념일보단 지선언니를 떠오르는날이 될것같네요ㅠㅠ 삼가고인의명복을빕니다,./data\박성광.csv
20599,하아개콘 코너 하실때마다 두분이 같이 하시는 콤비코너 항상 있었는데 이제 그 두분의 콤비그림을 볼수 없어 더 먹먹합니다 있던 피부지병의 고통 모르지만 많이 들었기에 이러한 결단이 따랐으리라 라는 생각에 눈물이 나네요 하늘나라이서는 아프지말고 못했던 화장 하며 꾸미고 싶던거 맘껏 꾸미시고 다녔으면 합니다 고인의 명복을 빕니다,./data\박성광.csv
20600,Rip park ji sunfan from malaysia,./data\박성광.csv
20601,삼가 고인의 명복을 빕니다,./data\박성광.csv
20602,우선 지선씨 삼가고인의 명곡을 빕니다또한 성광씨도 내시길 바랍니다,./data\박성광.csv
20603,성광씨 내세요,./data\박성광.csv
20604,두분다 무대에서 본 그때가 떠오릅니다 참 좋았는데 웃음을 주고자 하는 일 좋아하는 일을 찾았는데 자기를 펼치지 못하면 굉장 피폐해집니다 다른 큰 꿈도 있었고 열심 살았을 그녀의 모습이 아련해요,./data\박성광.csv
20605,ㅠㅠ편 잠드세여ㅠ,./data\박성광.csv
20606,마음이 너무 아프고 가슴이 미어지는 인사예요ㅠㅠ 사진처럼 두분이 즐겁게 보여주셨던 모습 따로 또 같이 기억할게요 박성광님도 마지막날 잘 보내주시고 돌아오셔서 기운내시길 바랍니다,./data\박성광.csv
20607,지금쯤 편하게 날고 계실거에요 아까 잠시 나갔다 와보니 별과 달이 환 보이던데 지선이 언니와 지선이 어머님이라고 생각합니다 잊지 않겠습니다 삼가고인의명복을빕니다,./data\박성광.csv
20608,두분 콤비때문에 정말 많이 웃었었는데박지선씨께는 삼가 고인의 명복을 빌고 박성광씨는 악플러들 때문에 마음고생 심하셨을거 같아요 내세요,./data\박성광.csv
20610,글 보고 저도 모르게 울었네요악플 때문에 많이 드실텐데 절때 박성광님 탓 아닌거 아시죠 저도 지선언니 개그를 좋아했던 한 사람으로써 너무 슬프고 아직도 믿기지 않지만좋은곳에서 웃고 계실거라고 믿고 있어요 지선언니도 오빠 덕분에 좋은기억 많이 가지고 갔을거에요 그리고 너무 들어 하지마세요지선언니도 오빠의 그런 모습을 원하지 않을거에요 그러니 오빠도 나쁜생각은 버리고 웃는날만 있기를 바래요 항상 응원할게요,./data\박성광.csv
20611,지선씨 어머니와 하고 싶은 거 다 하고 계실 거에요 아주 먼 미래에 다시 만난 지선씨에게 우리도 하고 싶은 거 다 하고 왔다고 말하려면 성광씨도 마음 잘 추스르고 열심 살아주세요 어떤 말도 위로가 안될 타이밍이라는 걸 알지만 성광씨가 내셨으면 좋겠습니다,./data\박성광.csv
20612,저도 사진보니 가슴이 먹먹 하네요 좋은곳에서 편 쉬세요 지선씨 오늘따라 사진이 더 선해보입니다 ㅜㅜ,./data\박성광.csv
20613,눈물이 나네요성광님의 마음이 지선님에게 고스란 가 닿았을 겁니다 삼가 고인의 명복을 빕니다,./data\박성광.csv
20615,삼가고인의명복을빕니다 내세요,./data\박성광.csv
20616,ㅠㅠ 글이너무 진심이라 끝까지 다 읽었네요 삼가고인의명복을빕니다,./data\박성광.csv
20618,아직도 믿겨지지않아 기사를 찾아보곤합니다 아직도 믿겨지지않아 오보이기를 바래봅니다 박성광님 내세요ㅠㅠ지선님 좋은곳에 가셔서 환하게 웃고 계실꺼예요 고인의 명복을 빕니다,./data\박성광.csv
20619,기도할께요 내요,./data\박성광.csv
20621,성광씨랑 정말오누이같아는데 넘빨리우라곁을떠나서많이 서운해요 내세요성광씨,./data\박성광.csv
20622,I was really touched everything was sad including me I missed Jisun wow I love to forget everything about him May you be quiet there I love you,./data\박성광.csv
20624,예전 개콘 TV나왔던 지선님과 성광님도 개그콤비를 재미있게 잘봤어요 다시 두분 개그하면 좋겠는데 아쉬워요 따뜻했던 지선님의 피부병 모르고 뉴스기사를 보고 너무 늦게 알았어요 미리 알았으면 많이 응원할걸ㅠㅠ 삼가 고인의명복을 빕니다 성광님도 내세요,./data\박성광.csv
20625,누구보다 둘의 호흡이 좋았어요 형님 내세요 지선님 좋은곳에서 행복하길 바래요 저도 팬으로 요 몇일 너무 우울해요,./data\박성광.csv
20626,성광씨 지선씨 좋아하는 분들인데 아직도 믿겨지지 않아서 가슴이 먹먹해요,./data\박성광.csv
20627,개슬픔 진짜,./data\박성광.csv
20628,박성광씨 박지선씨 함께 개콘 나오시던 그 때 일요일 저녁을 기다리는 맛이 있었는데요 이제는 개콘도 지선씨도 없다는 현실이 슬프네요 그래도 내세요,./data\박성광.csv
20629,언니덕에많이 웃었는데이젠 안녕,./data\박성광.csv
20630,악플에 많이 들시겠지만 내세요 아무런위로도 안되겠지만 내시길 바래요멋지고 꾸밈없던 희극이 박지선님 편안 안녕하라고 잘 보내주시고 오세요,./data\박성광.csv
20631,ㅠㅠ 슬프네요 그리고 내세요,./data\박성광.csv
20634,많은 개그 동료들이 드시겠지만 내세요,./data\박성광.csv
20635,내라고 말씀드리고 싶습니다,./data\박성광.csv
20636,글 읽으면서 또 눈물 나네요 지선 언니 강연듣던 게 엊그제 같은데 벌써 보고싶고 그립다 편 쉬세요 사랑해요,./data\박성광.csv
20638,내세요 ㅠㅠ,./data\박성광.csv
20639,삼가고인의 명복을 빕니다 냐세요,./data\박성광.csv
20640,너무 슬퍼요부디 어머님과 평안하시길,./data\박성광.csv
20641,내세요삼가 고인의 명복을 빕니다,./data\박성광.csv
20642,진짜 두분 명콤비였는데 어떤위로를 드려야할지 제인생 제일 웃겼던 여자개그우먼 지선님긍정에너지이젠 아픔없는곳에서 어머님과 편 쉬시길바래요,./data\박성광.csv
20644,진짜 눈물 와르르르 삼가고인의명복을빕니다,./data\박성광.csv
20648,고 박지선님 여기 먼 이국땅에서 삼가 고인의 명복을 빕니다 편안한 곳에서 어머님이랑 행복하게 지내셨으면 좋겠습니다,./data\박성광.csv
20649,지선언니도 성광오빠 마음알거예요 그러니 맘아파하지마세요,./data\박성광.csv
20650,마음이 너무 따뜻하시네요 삼가고인의 명복을 빕니다,./data\박성광.csv
20651,정말 이 글을 읽는 내내 이 상황과 현실이 믿어지지 않아요 하지만 저희를 웃겨주셨던 거 항상 잊지 않고 평생 되새기고 기억할게요 감사합니다 삼가 고인의 명복을 빕니다,./data\박성광.csv
20652,ㅜㅜ또 한번 성광님의 글을 읽고 눈물이 왈콱 쏟아지네요아름다운별이되었을 지선님 그곳에선 아프지마세요 ㅜㅜ,./data\박성광.csv
20653,박지선님의 명복을 빌겠습니다 천국에서 편 쉬기를,./data\박성광.csv
20654,정말 정말 슬퍼요 지선님의 그 고통 아퍼서 자기가 좋아하는 일을 마음껏 못하고 사람들도 편하게 못만나고 정신적 외적고통 그거 겪어보지 않은이상 절대 몰라요 수렁에 빠지면 아무리 발악을 해도 안되는게 있어요 그 시기가 오면 겉잡을 수 없어요 약이 모든걸 해결해줄수 없고 사람이 아프면 우울증이 오게 되있고 알았다면 함께라도 있어주고 싶은 마음이 굴뚝 같네요 이것도 잠시겠죠 그래서 간사람만 불쌍한거고 남은 사람은 잘 살아야지라는 그런 마음이 너무 시러요 두분 사이 좋았을거라 믿어요 누군가를 좋아하는 마음을 억누르는 것 또한 굉장 든 일,./data\박성광.csv
20655,ㅜㅡㅜ 내,./data\박성광.csv
20656,정말이제는 아프지말고편 쉬었음 해요,./data\박성광.csv
20657,내세요 항상 응원하고있습니당,./data\박성광.csv
20658,악플 신경쓰시지 마세요 좋은곳으로 가서 아프지않고 훨훨 날아 행복했으면 좋겠습니다,./data\박성광.csv
20659,좋은 곳에서 편 쉬세요 박지선님,./data\박성광.csv
20662,정말 팬이었는데 두분 같이 개그코너 하시는거 보고싶었는데 아직도 믿겨지질 않네요 비슷한 병을 앓고있어서 얼마나 드셨을지 아니까 더 마음 아파요 더이상 아프지말고 편 쉬세요,./data\박성광.csv
20663,너무 걱정하지마세요,./data\박성광.csv
20664,저도 보고싶어요 지선언니,./data\박성광.csv
20666,RIP Park JisuFrom malaysia,./data\박성광.csv
20667,it is also in the heart of Latin America,./data\박성광.csv
20668,삼가 고인의 명복을 빕니다 희극인 모두들 내세요 Praying for peace and comfort in your heart Please be strong,./data\박성광.csv
20669,성광씨랑 너무 닮은친오누이 같아여 저도 지선씨가 보고싶네여 ㅜㅜ,./data\박성광.csv
20671,내시길 그 마음 지선씨도 알꺼예요,./data\박성광.csv
20672,멋져요 성광이씨 잘돌봐줘서요,./data\박성광.csv
20674,Take care,./data\박성광.csv
20675,삼가 고인의 명복을 빕니다 좋은곳에서 아프지말고 지금 미소처럼 행복하세요,./data\박성광.csv
20676,"성광님 내세요 저는 그냥 티비에서만 봤는데도 소식듣고 눈물이 나던데 성광님은 개그콤비였는데 얼마나 마음이 아픈지 느껴지네요 ㅠㅠ
성광님 늘 행복하시고 좋은일만 있기를 바랍니다",./data\박성광.csv
20677,고인의 명복을빕니다,./data\박성광.csv
20678,가슴이 아프네요,./data\박성광.csv
20679,Im so sorry,./data\박성광.csv
20680,지선씨 비보는 계속 볼때마다 눈물이 나네요좀만 더 견디면 혹시라도 좋은 치료법이 나올수도 있지않았을까그런 결정을 하기까지 얼마나 들었을까이렇게 많은 사랑 받고 있는거 알았다면 혹시라도 그렇게 가진 않았을까성광님도 상처받지마시고 지선씨 몫까지 더 악착같이열심 사세요항상 응원합니다,./data\박성광.csv
20681,2007년도 어느 겨울날 용산아이파크에서 함께 얘기하며 지나가던 두분을 본적이있어요 그때부터 저는 두분 팬이었답니다 인간사 새옹지마 우리 성광님은 결혼하시고 행복하게사셔서 잘됐다며 축복했는데 갑자기 지선언니가 이렇게 가슴아픈일로 몇일을 눈물로 멍해졌었어요 사는동안아팠을 언니생각하니 가슴이미어지고 얼마나들었을까 감 그 마음 짐작해보고 비보에 언니를 다들 행복했었고 기억하는사람들이 많아 또 다행이고 또 너무너무 그리운 지선언니 우리 잊지말아요 그리고 성광오빠도 항상 응원합니다 내세요 지선언니도 그러길 바랄거예요,./data\박성광.csv
20682,지선씨 좋은곳에서 편 쉬시길 그리고 상심이 클 가족과 동료들에게도 큰 위로 있기를 기도합니다,./data\박성광.csv
20683,삼가 고인의 명복을 빕니다,./data\박성광.csv
20684,성광님 지선님이 악플때문에 들어하는걸 보면 속상해하실꺼에요 내가 이런 위로 해도 될진 모르겠지만 마음추스리고 부디 아내와 신랑 행복하셨으면 좋겠어요 마지막 인사 잘하고 오시고 밝은 모습 sns나 티비에서나 어디서든 언제든 보여주세요 아마 그게 더 지선님을 위한거일꺼에요 성광님 저라는 사람따위 모르지만 팬들처럼 조용 뒤에서 저도 응원할께요,./data\박성광.csv
20685,친분이없는 저도 충격적이네요 좋은곳에서 편 쉬셨으면 좋겠습니다,./data\박성광.csv
20686,아 너무 슬프다,./data\박성광.csv
20688,"언니 제발
돌아와요ㅜㅠㅜㅠ",./data\박성광.csv
20689,삼가 고인의 명복을 빕니다,./data\박성광.csv
20690,오늘은 새벽부터 눈물이 터지네요그저 연예인으로만 바라보고 좋아했는데도 마음이 찢어질거 같은데 함께 시간을 많이 보낸 성광님 마음은 어떠할지두사람 다 박씨인데다 이야기하는 스타일이 닮아서 사이좋은 남매 같았는데요정말 너무 보고싶네요,./data\박성광.csv
20691,휴ㅠ 슬프네욤 ㅠㅠㅠㅠㅠ,./data\박성광.csv
20692,지선님이 편 쉬셨으면 좋겠어요 그리고 성광님도 내시구요,./data\박성광.csv
20694,그곳에서 잘지내주시길보고싶네요ㅠㅠ,./data\박성광.csv
20695,성광씨 내요 진짜 지선씨랑 함께 할 때 정말 배꼽잡고 웃었던 기억 저는 너무나도 소중해요 두 분 다 내게는 너무나 소중한 사람들입니다,./data\박성광.csv
20697,너무 따뜻하고 좋은분이였단걸 알기에 더 마음이 아프지만 부디 그곳에선 더이상 아프지말고 행복하시길 삼가고인의명복을빕니다 누구보다 상심이 클 오빠란걸 알기에 마음이 아프지만ㅠㅠ 오빠 내요 항상 옆에서 기도할께요,./data\박성광.csv
20698,고인의 명복을빕니다 잘 보내드리고 현실로 복귀하셔서 지선씨 몫까지 열씸 챙겨주시길 바라는 맘 입니다 성광씨 맘 고맙네요,./data\박성광.csv
20700,슬프네요 그리고 성광님이 참 고마운동기라고 느껴질꺼에요 저희들대신 좋은곳으로 갈수있도록 인사해주세요ㅜㅜ,./data\박성광.csv
20701,지선씨 와 지선씨 어머님의 삼가 고인의 명복을 빕니다 성광님 내세요,./data\박성광.csv
20702,마음 아프네요 삼가 고인의 명복을 빕니다,./data\박성광.csv
20703,우로빠 너무 슬프자나ㅜ 내요분명 지선씨도 행복하고 더는 아프지않는곳으로 갔을거예요ㅜㅜ,./data\박성광.csv
20705,맘이 너무 아픕니다 눈물이 나 목이 매입니다 어제 한대학생의 글을 보고도 한창 눈물이 났습니다 정말 착하고 착한 지선씨 편 쉬세요,./data\박성광.csv
20706,어후 너무슬퍼요ㅠㅠ글읽는데 그냥 눈물이줄줄 ㅠㅠ두분의개그코드너무좋았어요 크레이지러브도 진짜잼있었는데ㅠㅠ 언젠가꼭두분의개그다시볼수있었으면,./data\박성광.csv
20707,삼가 고인의 명복을 빕니다,./data\박성광.csv
20708,성광씨 항상 응원하는 팬입니다 악플따위 신경쓰지마시고 내세요 고인은 좋은데 갔을껍니다,./data\박성광.csv
20709,내라 박성광,./data\박성광.csv
20710,삼가고인의 명복을 빕니다,./data\박성광.csv
20711,ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ지선님은 내 첫번쨔 연애인이였는데,./data\박성광.csv
20712,성광님도 많이 드시겠네요,./data\박성광.csv
20713,들던 우리에게 자기를 희생하면서 까지 웃음 주시던 고인 이제야 뒤늦은 고맙다는 말을 전합니다 천국에서는 아픔없이 편견없이 행복하시길,./data\박성광.csv
20714,아직도 믿기지가않아요ㅜㅜ어제도 지선씨 기사보고 울고오늘을 아침부터 성광씨 글보고 울고ㅜㅜ냅시다지선씨 하늘나라 좋은곳에 자리잡아 어머니랑 여기서 못한거못먹은거평생할꺼라 믿어요성광씨도 솔이씨랑 행복하게 사는모습 보져주면 무지 좋아하꺼같아요,./data\박성광.csv
20715,왜 마음을 안받아 주셨나요,./data\박성광.csv
20716,성광씨 내요,./data\박성광.csv
20717,성광씨내세요 지선님 위해 더 행복해지셔요,./data\박성광.csv
20718,기운내세요 기도할께요,./data\박성광.csv
20719,정말 슬픕니다박지선씨 좋아했는데,./data\박성광.csv
20720,"성광님도 드신 시기이시겠지만
동기 이셔서 더 마음이 아프시겠어요
성광님도 내시고 지선님도 이제 편 쉬시길 기도합니다",./data\박성광.csv
20722,내 성광아 분명 더 좋은곳으로 간걸꺼야,./data\박성광.csv
20724,내세요 성광님 우리도 이렇게 든데 동기가 떠나는 슬픔을 감당하시기 드시겠지만 지선님 기억할께요그곳에서 더이상 아프지마세요어머님과 함께 가셔서 더욱 맘이 아프내요,./data\박성광.csv
20725,최고의 개그우먼 박지선씨로 가슴속에 묻을께요고인의 명복을 빕니다,./data\박성광.csv
20726,발인은 잘 마쳤나모르겠네요삼가 고인의 명복을 빕니다 꼭 사람은 있을때 잘하지 못하고 보낸뒤에 후회를 하는 것 같습니다특 인연관련해서 맘이 착잡하신 가운데 사람의 죽음을 조롱삼아 자신들의 즐거움으로 희화화하는 파렴치한들이 넘쳐나고 있습니다관련해서 꼭 모조리 고소하시길 간절 부탁드립니다 최근 유명인을 비롯해 많은 이들이 고통을 견디지못해 세상을 뜨는 빈도수가 잦아지고있습니다 그때마다 나타나서 조소 비난 악담을 퍼트리는 쓰레기같은 종자들이 넘쳐나고 이들을 하나하나 무시하다보니 그 수가 늘어만나고 있는 현실입니다 반드시 처벌해야 합니다박성광씨도 이에 꼭 동참해 조금이라도 살기좋은 세상을 만드는데 보탬이 되어주셨으면 합니다,./data\박성광.csv
20727,마음이 무겁네요,./data\박성광.csv
20728,내세요 지선언니 좋은곳 가셔서 잘지내시고 행복하게 아프지않고 편안하게 쉴거에요,./data\박성광.csv
20729,박성광님 말씀 넘 뭉클하고 눈물 나네요 오빠 내시고 지선 언니랑 같이 무대 한거 너무 재미있었고 좋았던 날이 많이 생각나네요 오빠도 들어 하지 마시고 웃음 잃지 않으셨으면 좋겠어요,./data\박성광.csv
20730,마음 잘 추스렸으면 좋겠습니다,./data\박성광.csv
20731,성광씨 내요,./data\박성광.csv
20732,여기와서 말도안되는 이유로 악플달지마세요 누구보다 맘아픈 사람이 가장 함께했던 동료고 가족입니다,./data\박성광.csv
20733,두사람의 우정도 우리가슴에새겨질거에요,./data\박성광.csv
20734,말도 안되는 어이가 없는 댓글들을 완젼 상대핮 마시고 성광님 정신건강 잘 챙기시길 기도합니다,./data\박성광.csv
20735,지선씨는 그 모든게 아름다운 사람이었어요 하루 빨리 성광씨 마음이 평안해지길 바랍니다,./data\박성광.csv
20736,진심과 사랑이 묻어나는 글이라 눈물이 정말 많이 흘러요 오빠ㅠㅠㅠㅠ 언니 어떻게 보내나요ㅠㅠㅜㅜㅜㅜ,./data\박성광.csv
20737,더이상 들지 않기를 삼가 고인의 명복을 빕니다,./data\박성광.csv
20738,냅시다두분은 최고의 캐미였습니다,./data\박성광.csv
